indv	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20
HG03790	0.009	0.016	-0.0112	0.0169	-0.0154	0.0104	0.014	-0.0192	0.0038	-0.0015	0.0027	0.0167	-8e-04	-0.003	0.0074	0.0052	-0.0052	-0.0171	-0.0107	0.0029
HG03792	0.0068	0.0176	-0.0013	0.0135	-0.0105	0.012	0.0116	-0.0265	0.0074	0.0081	-0.003	0.0195	-0.0104	0.0052	0.0182	0.0035	-0.0034	-0.011	-0.0023	0.0058
HG03793	0.0085	0.0062	-0.0164	0.0225	-0.0195	0.009	0.0102	-0.019	0.0091	-0.0029	0.0045	0.012	-0.0081	-0.0025	0.0107	0.0041	0.0016	-0.0047	-2e-04	0.0035
HG03794	0.0065	-0.003	-0.0019	-0.0159	-5e-04	0.0178	0.0043	-0.0155	0.0148	0.0048	-0.0034	-0.0012	-0.0115	0.0106	0.0148	-0.003	0.0095	0.0047	0.0035	0.0069
HG03796	0.0046	0.0138	-0.0043	0.0175	0.0072	0.0178	0.01	-0.009	0.0066	-0.0012	0.0043	0.0235	0.0058	-0.0014	-0.0043	-0.0084	0.0019	-0.013	-0.003	-0.0024
HG03797	0.0115	0.0094	-0.0175	0.0148	-0.0039	0.0224	-0.0025	-0.0105	0.0086	0.0016	-8e-04	0.0071	0.0046	-0.005	-0.0018	-8e-04	0.0038	-0.0028	-0.009	-0.0015
HG03799	0.0077	0.0033	0.0195	-0.0146	-0.0076	0.0114	0.0305	-0.0265	0.0244	0.002	0.0134	0.0018	0.0053	0.017	0.0117	-0.0154	0.0121	-0.0037	-0.015	-0.0017
HG03800	0.0105	0.0062	-0.0223	-0.0054	-0.0172	0.0312	0.0107	-0.0238	0.0201	-0.0026	0.0067	-0.0022	0.0024	6e-04	0.0097	8e-04	0.0089	0.0048	-0.0109	0.0039
HG03802	0.0077	-0.0024	-0.0229	0	-0.0145	0.0131	0.0127	-0.0168	0.0101	-0.0065	0.0068	0.0073	-0.0052	-2e-04	0.0114	0.0011	0.0017	-0.0057	4e-04	0.0032
HG03803	0.0082	-0.0065	-0.0106	-0.0068	-0.0073	0.0122	-0.0029	-0.016	0.0072	-0.0096	0.0049	0.0098	-0.0117	-0.0069	-0.0016	0.0094	0.0125	0.0032	0.0022	0.0017
HG03805	0.0066	0.0152	-0.0158	-0.0029	-0.0033	0.0188	0.0014	-0.0075	0.0067	0.0145	-0.0049	-0.0063	-0.0024	0.0066	0.0083	-0.0023	-0.006	0.0026	-0.0059	0.0065
HG03806	0.0084	-0.0283	0.0312	0.0141	-0.0176	0.0136	0.0105	-0.0276	-0.0024	-0.0048	-0.0034	-2e-04	0	-0.0133	0.0026	0.012	-0.0169	-0.0045	-0.0116	0.004
HG03808	0.006	0.0086	-0.0248	-0.0192	-0.0125	0.0141	-0.0018	-0.0075	0.0031	-0.0126	0.0045	0.0112	-7e-04	-0.013	-0.0086	0.0069	0.0056	0.0012	-0.0023	-0.01
HG03809	0.0104	0.008	-0.0201	-0.0016	-0.0194	-0.0035	0.0085	0.0011	0.003	-0.0143	0.0087	-0.0042	0	-0.0059	-0.0017	0.0037	-0.0039	-0.0056	-0.0024	3e-04
HG03812	0.0049	0.0027	-0.0028	-0.0403	-0.015	-7e-04	0.0308	-0.0084	0.0032	9e-04	0.0114	3e-04	-0.0029	0.0181	0.023	-0.0024	-0.0086	-0.0106	-0.0054	0.0069
HG03814	0.0089	0.0094	-0.0236	-0.0099	-0.0067	0.0395	-0.0029	-0.0168	0.0161	0.0032	-0.0025	-0.0015	-0.0034	-0.0016	0.0113	0.0025	0.0034	0.0065	-0.0051	0.0091
HG03815	0.0121	-0.0037	-0.0291	-0.009	-0.0125	0.005	0.014	-0.0066	0	0.0083	-8e-04	-2e-04	0.0115	0.0103	0.0101	-0.0021	-0.0078	-0.0014	-0.0102	0.0014
HG03817	0.0105	0.0025	-0.0308	-0.0023	-0.0108	0.0238	-0.0025	-0.0053	0.012	-0.0031	0.0018	-0.0089	-0.004	-0.0061	0.005	0.0027	0.0017	0.0066	-0.0034	0.0069
HG03821	0.0061	0.0059	-0.0063	0.0161	-0.0088	-0.0039	0.0035	-0.0024	0.0034	-0.0111	0.0126	0.0073	-0.0016	-0.002	-0.001	-0.0055	0.0057	-0.011	0.0024	-0.0029
HG03823	0.0084	0.004	0.0018	-0.0124	0.0015	0.0172	0.004	-0.0122	0.0054	0.0079	-0.005	0.0056	-0.0071	0.0049	0.0156	0.0027	-0.0042	0.0023	-4e-04	0.0037
HG03824	0.007	-0.0149	0.0119	0.0013	-0.0189	0.0072	0.02	-0.0214	0.0098	-0.0041	0.0043	-0.0041	-0.0053	0.0024	0.0079	0.0053	-0.0053	-0.0074	-0.0099	0.0064
HG03826	0.0066	-0.0105	-0.0186	-0.0304	-0.0204	0.0046	0.0092	0.0063	-0.0079	-0.0116	0.0034	-0.0186	-0.0041	-1e-04	0.0103	0.0127	-0.0172	3e-04	0.0043	0.0146
HG03829	0.0029	-0.0126	-0.0106	-0.0412	-0.0328	0.0206	0.0304	-0.0389	-0.004	0.0084	-0.0121	0.0268	-0.0054	0.0039	0.0097	0.0162	-0.0112	-0.0037	-0.0197	-0.0122
HG03830	0.007	-0.0022	-0.008	-0.0147	-0.0074	0.015	0.0034	-0.0171	0.0098	-0.0011	-0.0018	0.0074	-0.0115	-9e-04	0.0063	0.0039	0.0093	0.0079	6e-04	-0.0051
HG03832	0.0113	0.0049	-0.0179	0.007	0.0074	0.0233	-0.0054	-0.0055	0.0035	0.0191	-0.0142	0.0084	0.0044	0.0073	0.0078	-0.0032	-0.0041	0.0028	-0.0032	0.0017
HG03833	0.0098	0.0132	-0.008	0.0128	-4e-04	0.0108	2e-04	-0.0086	0.0017	-0.0061	0.003	0.0175	4e-04	-0.0037	-0.0048	-0.0023	-0.0041	-0.0201	-0.0061	-0.0012
HG03836	0.0097	0.0165	-0.0051	0.0165	-0.0171	0.0036	0.0086	-0.0163	0.0047	-0.013	0.007	0.0103	-0.0112	-0.0075	0.0065	0.0115	0.0017	-0.0084	0.0045	0.0016
HG03837	0.0085	0.0064	0.0103	0.0042	0.001	0.0102	0.0153	-0.0204	0.0129	-0.0176	0.0176	0.0306	0.0098	3e-04	-0.0105	-0.0138	0.0024	-0.0493	-0.0269	-0.0044
HG03838	0.0038	0.0121	-0.0316	-0.0337	-0.0259	0.0144	0.0199	-0.022	3e-04	-0.0039	0.0022	0.0165	-0.0035	0.0057	0.0117	0.0087	-0.0047	-0.0048	-8e-04	-0.0052
HG03844	0.0087	0.0043	-0.0198	-0.0083	-0.0169	0.0054	0.0107	-0.0071	0.0055	-0.0099	0.0095	0.003	9e-04	0	0.0041	-5e-04	-3e-04	-0.0068	-0.0062	0.0058
HG03846	0.0084	0.006	-0.0178	-0.0142	-0.0153	0.0142	0.0123	-0.0134	0.0085	-0.0056	0.0041	0.0036	-0.0069	0.0025	0.0155	0.0028	-0.0021	-0.0016	0.0049	0.0082
HG03848	0.0035	0.0148	-0.0199	-0.0046	-0.0073	0.0139	0.01	-0.007	-0.0024	-0.023	0.0167	0.0258	-0.0034	-0.0095	-0.0034	0.002	-0.0129	-0.0431	-0.0066	0.005
HG03849	0.0101	0.0144	-0.0101	-0.0069	-0.0089	0.0243	0.0151	-0.0247	0.0082	0.0137	-0.0075	0.0127	3e-04	0.0107	0.0194	0.0023	-0.0081	-0.0029	-0.0065	0.0036
HG03850	0.0115	-0.0021	-0.0125	0.0199	-0.0116	0.0043	0.0058	-0.0154	0.0127	-7e-04	0.0039	0.0033	-3e-04	0.0015	0.0053	-0.0019	0.0107	0.0012	-0.0039	6e-04
HG03851	0.006	0.0074	-0.035	-0.0362	-0.0258	0.0386	0.0091	-0.0244	0.0154	-0.0106	0.0018	0.0063	-0.0114	-0.0047	0.01	0.0092	0.0045	0.0042	-0.0086	-4e-04
HG03854	0.0041	0.0089	0.0095	-0.0152	-0.0163	-0.0035	0.0242	-0.0273	-6e-04	6e-04	0.0015	0.0308	-0.0212	0.0054	0.021	0.0084	0.0015	-0.0057	0.0044	-0.0024
HG03856	0.0103	0.0023	-0.0201	0.0221	-0.0197	0.0055	0.0112	-0.015	0.0105	-0.0041	0.0049	0.0013	-9e-04	-0.001	0.0058	7e-04	0.0043	-0.0023	-0.0095	5e-04
HG03857	0.008	4e-04	-0.0231	-0.0062	-0.0165	-0.0036	0.0101	-0.0015	-0.0012	-0.0096	0.0088	0.0019	-0.0014	0.0012	0.008	0.004	-0.002	-0.0086	0.0013	0.0044
HG03858	0.004	-0.0205	0.0038	0.0038	-0.0252	0.0231	0.0254	-0.0245	0.0021	-0.0144	0.007	0.0022	-0.0034	-0.0062	0.0047	0.0134	-0.0134	-0.0033	-0.0047	0.0098
HG03861	0.0024	2e-04	0.0157	-0.0151	0.0021	0.0269	-0.0011	-0.012	0.0085	-0.0174	0.0059	0.0118	0.0015	-0.0095	-0.0099	-5e-04	-0.0061	-0.0275	-0.0152	0.0049
HG03862	0.0084	0.0031	-0.0183	0.0145	-0.0166	0.0075	0.0114	-0.0128	0.0102	-0.0132	0.0141	0.0071	0.0078	-0.0063	-0.004	-0.0028	0.0075	-0.0118	-0.0108	-0.0028
HG03863	0.0077	0.0189	-0.0033	0.0087	-0.0054	0.0245	0.0051	-0.0171	0.0072	0.0063	-0.0071	0.0089	-8e-04	0.0032	0.0104	7e-04	-0.0017	-9e-04	-0.0054	8e-04
HG03864	0.0052	0.0152	-0.0063	0.0057	0.0116	0.0287	-0.0133	-0.0071	0.0083	-0.0039	-0.0011	0.0147	-5e-04	-0.0072	-0.0059	-0.0033	0.0045	-0.0157	-0.0047	0.0025
HG03866	0.0073	0.0114	-0.0151	0.0166	-0.0103	0.0083	0.0122	-0.0085	-0.0017	-0.0168	0.0091	0.0216	0.0118	-0.0107	-0.0134	-0.0011	-0.0045	-0.0262	-0.019	-0.0111
HG03867	0.0087	0.0165	-0.0087	0.0095	0.0018	0.0281	-0.011	-0.0139	0.007	0.0077	-0.0091	0.0076	-0.0111	-2e-04	0.0115	0.0075	0.0041	0.0059	0.0088	0.009
HG03868	0.0067	0.0154	-0.0175	0.0044	-0.0216	-7e-04	0.021	-0.0092	0.0032	0.0013	0.0097	-0.0051	8e-04	0.0062	0.0067	-8e-04	-0.0086	-0.0082	-0.0113	0.007
HG03869	0.0051	0.0197	-0.0167	-0.0205	-0.0075	0.0194	0.0102	-0.0072	0.0078	0.014	0	-0.0159	-5e-04	0.0167	0.0122	-0.007	-0.0103	8e-04	-0.0094	0.0069
HG03870	0.0066	0.0097	-0.0245	-0.0114	-0.026	-0.0052	0.0312	-0.0084	0.0064	-0.002	0.0136	-0.0108	0.0016	0.0119	0.0068	-0.0063	-0.0126	-0.009	-0.0114	0.0057
HG03871	0.0062	-0.0015	0.0168	0.0018	-4e-04	0.0469	-0.0071	-0.0299	0.0205	-0.0022	-0.0048	0.0059	-0.0028	-0.0074	0.0027	0.0026	0.0133	-0.0034	-0.0079	0.0086
HG03872	0.0106	0.0075	-0.0187	0.0195	-0.0136	0.0132	0.0054	-0.0108	0.0081	-0.0039	0.0017	0.0078	-6e-04	-0.0058	0.0019	0.0021	-3e-04	-0.0023	-0.007	1e-04
HG03874	0.0034	0.0078	-0.0299	-0.0365	-0.0207	0.0202	0.009	-0.0224	0.0069	-0.0054	-5e-04	0.0175	-0.0076	-0.0049	9e-04	0.0091	0.009	0.0056	-0.0058	-0.0129
HG03875	0.0099	-0.0034	-0.0249	-0.0266	-0.0203	0.0216	0.0106	-0.0123	0.0148	-0.0204	0.0162	-0.0126	-0.0057	-0.0068	0.0073	0.0045	0.0034	0.005	-0.0017	0.0063
HG03882	0.0057	0.0091	-0.0221	-0.0153	-0.0197	0.0081	0.0292	-0.0181	0.0146	0.0068	0.0136	-0.0104	0.0071	0.0205	0.0094	-0.0124	-0.0076	-0.0165	-0.0225	0.0039
HG03884	0.0074	0.0022	-0.0347	-0.0192	-0.0322	0.0203	0.0188	-0.0153	0.0163	-0.026	0.023	-0.0121	-0.0055	-0.0056	0.0058	0.0045	0.0028	-7e-04	-0.0107	0.0067
HG03885	0.0072	0.0066	-0.003	-0.0036	-0.012	0.0164	0.0124	-0.0137	0.0047	0.0043	0.0031	2e-04	-0.0056	0.0036	0.0105	0.0047	-0.0074	-0.004	-0.0079	0.0078
HG03886	0.0018	9e-04	0.0059	-0.0213	0.0084	0.0185	0.0088	9e-04	0.0061	-0.0122	0.0112	0.0093	0.0065	-0.0033	-0.0041	-0.0098	0.0057	1e-04	1e-04	-0.0015
HG03887	0.0041	0.0157	-0.0154	-0.0178	-0.0089	0.0337	4e-04	-0.0236	0.0154	0.0024	-0.004	0.0114	-0.0097	-0.0023	0.0086	0.0042	0.0128	0.0043	-0.0097	-0.0023
HG03888	0.0096	-0.0072	-0.0016	-0.0062	-0.0151	0.0064	0.0195	-0.0138	0.012	-0.0176	0.0155	0.0089	-0.0075	-0.0022	0.008	-0.0016	0.0051	-0.0047	-0.001	0.0016
HG03890	0.0089	0.008	-0.0247	-0.0035	-0.0117	0.0201	0.0075	-0.015	0.0053	-5e-04	0	0.0098	-0.0051	0.001	0.0118	0.0044	-0.0076	-0.0055	2e-04	0.0056
HG03894	0.0101	0.009	-0.0165	0.0158	-0.012	0.003	-0.0029	-9e-04	0.0019	-0.0138	0.0105	-0.0015	-0.0023	-0.0118	-0.0096	0.004	0.0014	-0.0012	4e-04	-9e-04
HG03895	0.0082	0.0117	-0.0202	-0.0104	-0.0213	0.0128	0.017	-0.0265	0.0032	0.0013	4e-04	0.018	-0.0013	0.0022	0.0057	0.0052	0.0017	-0.0014	-0.0099	-0.0061
HG03897	0.0068	0.0097	-0.0119	0.0223	-0.0161	5e-04	0.0169	-0.0204	0.0025	-0.0024	0.0065	0.022	-0.0047	-4e-04	0.0095	0.0029	-0.0043	-0.0175	-0.0043	9e-04
HG03899	0.0059	0.0081	-0.0246	0.0024	-0.02	0.0121	0.0218	-0.0163	0.0085	-0.002	0.0087	0.0053	-0.0086	0.005	0.0162	0.002	-0.0064	-0.0104	-0.0058	0.0076
HG03900	0.0068	0.0023	-0.0191	-0.0146	-0.0164	0.0222	0.0107	-0.0306	0.0142	-9e-04	-0.0024	0.0157	-0.005	0.0019	0.0092	0.0037	0.0132	-0.0017	-0.007	-0.0092
HG03902	0.007	-0.0101	-0.011	-0.0113	-0.0221	-0.0029	0.0193	-0.0235	0.0064	-0.0107	0.0076	0.0237	-0.0222	-0.003	0.0102	0.0074	0.01	-0.0096	-0.0037	-0.0054
HG03904	0.0102	-0.0033	-0.0154	-0.0066	-0.0058	0.0192	0.0016	-0.0073	0.0086	-0.0024	0.004	-0.0049	-0.0015	-0.0029	0.0052	0.0029	0.0018	0.007	-0.0035	3e-04
HG03905	0.0104	0.0056	-0.0188	0.0219	-0.0144	0.0077	0.0029	-0.0056	0.006	-0.0063	0.0053	-0.0014	0.002	-0.0066	-0.003	0.0041	0.0046	-0.0026	-0.0104	-0.0012
HG03907	0.0064	0.006	-0.0105	0.0216	-0.0161	0.0105	0.0194	-0.0158	0.0167	-0.0149	0.0184	0.0085	0.0012	-0.0061	-0.0033	-0.0065	0.0148	0.0055	-0.001	-0.0019
HG03908	0.0085	0.0174	-0.0134	-0.0219	-0.0092	0.022	0.0016	-0.0215	0.0032	0.0156	-0.0149	0.0117	-0.004	0.0053	0.0057	0.0101	0.0029	0.012	-0.0049	-0.0081
HG03910	0.0101	0.0116	-0.0184	-0.0074	-0.0132	0.0191	0.0069	-0.0119	0.0095	-0.0089	0.0074	0.0027	0.0053	-0.005	-0.0025	-3e-04	-0.002	-0.0042	-0.0103	2e-04
HG03911	0.0118	0.0154	-0.0139	0.0068	-0.0115	0.038	0.0038	-0.0279	0.0189	0.0087	-0.0063	0.005	0.0032	0.0025	0.0104	0.0014	0.0103	0.0043	-0.012	0.0015
HG03913	0.0024	-0.008	-0.0071	-0.0401	-0.0114	0.0364	0.0081	-0.0246	0.0027	-0.0013	-0.0044	0.0151	-0.0155	-0.0026	0.0139	0.0154	-0.0055	-0.0013	-0.0015	0.0025
HG03914	0.007	0.0089	0.0019	0.0056	0.0123	0.0187	-5e-04	-0.0289	-0.0071	0.0216	0.0021	0.0105	0.0137	0.0012	0.0026	0.0035	-9e-04	-0.0047	-0.0131	2e-04
HG03916	0.0068	-0.0153	0.0138	-0.0104	-0.0124	0.0193	0.0082	-0.0205	0.014	-0.0092	0.0025	-0.0044	-0.0099	-0.0018	0.005	0.0062	0.0041	-6e-04	-8e-04	0.0104
HG03917	0.0093	-0.0108	-0.012	-0.006	-0.0026	0.0152	4e-04	-8e-04	-4e-04	-0.0071	0.0027	4e-04	0.0102	-0.006	-0.0091	0.0019	-0.0094	-0.0141	-0.0104	9e-04
HG03919	0.007	0.0151	-0.0168	-7e-04	-0.0151	0.0082	0.0187	-0.0112	0.0047	0.0061	0.0041	0.0015	0.0031	0.0081	0.0079	-0.003	-0.0082	-0.0069	-0.0097	0.0028
HG03920	0.0072	0.0152	-0.0148	0.0181	-0.0138	0.0056	0.008	-0.0143	-6e-04	0.0023	-0.0017	0.0103	-0.0083	-0.0036	0.0146	-0.002	-0.0107	-0.0022	0.0034	0.0037
HG03922	0.0095	-0.0053	0.0092	0.0121	-0.006	0.0029	0.0166	-0.017	0.0129	0.0013	0.0065	0.0055	0.0022	0.0054	0.006	-0.0078	0.0121	-0.0014	-0.0086	-0.0041
HG03925	0.0082	0.0051	-0.0264	0.0192	-0.016	0.0115	-0.0012	-0.0116	0.0036	-0.0143	0.0073	0.0098	-0.0107	-0.0137	0.007	0.0027	-0.0029	-0.0068	0.006	0.002
HG03926	0.0091	-0.0037	0.0114	0.0121	-0.0091	0.0025	0.0117	-0.0197	0.0126	-0.0072	0.0078	0.0131	-0.0116	-0.0021	0.0145	0.0018	0.0095	-0.0074	9e-04	0.0013
HG03928	0.0092	-1e-04	-0.0065	0.0216	-0.0201	0.012	0.0122	-0.0186	-0.0015	-7e-04	-0.0016	0.0085	-0.0018	-0.0047	0.0041	0.0109	-0.0117	-0.0135	-0.0088	0.0063
HG03929	0.008	3e-04	-9e-04	-0.0096	-0.0094	0.0101	0.0103	-0.0092	0.0038	-0.0084	0.0066	0.0062	-0.0086	-0.0019	0.0111	0.0061	1e-04	-0.0033	0.0031	0.0023
HG03931	0.0097	0.0151	-0.0118	0.0099	-0.0015	0.0273	0.0053	-0.0195	0.0081	0.0157	-0.0087	0.0122	0.0129	0.0014	0.0011	-0.0035	-0.0056	-0.0048	-0.0176	-0.0038
HG03934	0.01	-0.0054	7e-04	0.0184	-0.0129	0.008	0.0022	-0.0101	-0.0031	0.0017	-0.006	0.0026	-0.0045	-0.007	0.0029	0.0125	-0.0124	-0.0029	-0.0032	0.0042
HG03937	0.0072	-0.0011	-0.0154	-0.0339	-0.0062	0.0317	0.002	-0.0099	0.0144	-0.0045	0.0063	-0.0115	-0.0057	-0.0022	0.0103	0.0014	0.0018	0.0135	-0.0072	0.0092
HG03940	0.0071	0.0099	-0.0246	-6e-04	-0.0172	0.0102	0.0115	-0.0068	0.008	-0.0084	0.0095	-2e-04	0.0024	-0.0023	-0.002	-9e-04	-0.0069	-0.0122	-0.0127	0.0015
HG03941	0.0087	0.0022	-0.0019	0.014	-0.0117	0.0368	0.0024	-0.0265	0.0132	3e-04	-0.0053	0.0023	0.0037	-0.0085	-0.0037	0.0076	-0.0045	-0.0117	-0.0199	0.0063
HG03943	0.0065	0.0067	-0.0045	-0.009	-0.016	0.0054	0.007	-0.0065	0.0081	-0.0228	0.0166	0.002	-0.0096	-0.0111	0.0017	0.0056	0.0038	-0.0067	0.0024	6e-04
HG03944	0.0092	0.0052	0.0104	0.0176	-0.0194	-0.0091	0.023	-0.0181	0.0027	-0.0144	0.0134	0.0151	-0.0111	-0.0016	0.0069	0.0035	1e-04	-0.0134	-0.0045	6e-04
HG03945	0.0098	0.0036	0.0121	0.0054	-0.0036	0.0309	-3e-04	-0.0206	0.0063	0.0117	-0.0121	0.0023	0.001	-0.0036	0.0064	0.0079	-0.0047	0.0024	-0.0086	0.0058
HG03947	0.0068	-0.0121	-0.003	-0.0271	-0.0097	-2e-04	0.0208	-0.0047	0.0145	-0.0249	0.024	0.0011	8e-04	-0.0033	0.0027	-0.0083	0.0072	-0.0061	-0.0025	-0.004
HG03949	0.0051	-0.0163	0.0064	-0.0169	-0.0281	0.0011	0.0221	-0.0252	0.0048	-0.0295	0.0185	0.0232	-0.0303	-0.0122	0.0091	0.0165	0.0069	-0.0114	0.0011	-0.0048
HG03950	0.0103	0.0031	-0.0105	0.0162	-0.0078	0.0106	0.0045	-0.0139	0.0135	0.0019	3e-04	0.0025	-8e-04	1e-04	0.0042	-0.0035	0.0058	0.0013	-0.0082	-0.001
HG03951	0.0095	0.0064	-0.0264	0.0051	-0.0321	0.0075	0.0291	-0.0232	0.0141	-0.0027	0.0146	-0.0051	0.0048	0.0091	0.0092	-0.0052	-1e-04	-0.0077	-0.0241	0.0063
HG03953	0.0063	-0.0079	-0.0017	-0.0016	-0.0076	0.0096	-0.0011	-0.008	-0.0055	-0.0051	-0.0043	0.0107	-0.0022	-0.013	-0.0099	0.0142	-0.0063	-0.0107	-0.0054	7e-04
HG03960	0.0093	0.0098	-0.0208	-9e-04	-0.02	0.0145	0.0098	-0.0115	0.0103	-0.0061	0.0055	3e-04	-0.0056	-0.0018	0.0135	0.0014	-0.0036	-0.0041	-0.0041	0.0051
HG03963	0.0089	0.0139	-0.0182	0.0171	-0.0023	0.0278	-0.01	-0.0147	0.0134	0.0111	-0.0108	-1e-04	-0.0067	2e-04	0.0086	0.0029	0.0012	0.0066	-0.0081	0.0091
HG03965	0.0098	-0.0064	0.0014	-0.0082	-0.0155	3e-04	0.0088	-0.0053	0.0136	-0.0263	0.0208	-0.0049	-0.0093	-0.01	-9e-04	5e-04	0.0109	-0.0025	-0.0031	0.0011
HG03967	0.0099	0.0056	0.0044	0.0039	0.006	0.029	-0.0014	-0.0201	0.0173	0.0013	1e-04	0.0166	0.0043	-0.0011	-4e-04	-0.0087	0.0076	-0.0139	-0.0171	-2e-04
HG03968	0.0044	0.0057	-0.0194	-0.0076	-0.0291	0.0031	0.0234	-0.0276	0.006	-0.0149	0.0134	0.0206	-0.0089	-0.0019	0.0065	0.007	0.0071	-0.0164	-0.0093	-0.0069
HG03969	0.0083	0.0153	7e-04	0.0123	-0.0056	0.0256	-0.0017	-0.0284	0.0206	0.0044	-0.0011	0.0071	-0.0148	-8e-04	0.0166	0.002	0.0163	0.0032	0.0013	0.0099
HG03971	0.0036	0.0102	-0.0064	-0.0221	-0.0158	0.0223	0.0086	-0.0305	0.0145	-0.0069	-0.0018	0.0206	-0.0187	0.0021	0.0189	0.0081	0.0191	0.0017	0.01	-0.0045
HG03973	0.0103	0.0167	-0.0132	2e-04	-0.0168	0.0135	0.0196	-0.0185	0.0103	0.0082	0.0034	-2e-04	0.0051	0.0075	0.0085	-0.0015	-0.004	-0.0032	-0.0146	0.0032
HG03974	0.0077	-0.0064	0.0175	-0.0151	-0.0133	0.0352	0.0152	-0.0279	0.0116	-0.0013	1e-04	0.0044	-4e-04	-0.0053	0.0072	0.0061	-0.0073	-0.0057	-0.0187	0.0077
HG03976	0.007	-0.0064	-0.0046	-0.0141	-0.0246	0.0021	0.0163	-0.0224	0.0124	-0.0231	0.0169	0.0155	-0.0189	-0.0068	0.0047	0.0059	0.0181	-5e-04	0.001	-0.0069
HG03977	0.008	-0.0049	-0.0069	-0.0172	-0.0168	0.0122	0.0141	-0.0245	0.0113	-0.0033	0.0016	0.0134	-0.0089	0.0026	0.0063	0.0013	0.0112	0.0063	-0.0108	-0.0049
HG03978	0.0103	-5e-04	-0.0072	0.0179	-0.0169	0.0149	0.006	-0.0144	0.0021	-0.0035	6e-04	-0.0015	0.0043	-0.0075	-0.0038	0.0089	-0.0031	-0.0032	-0.0121	6e-04
HG03985	0.0068	0.0062	-0.0057	4e-04	-0.0195	-0.0053	0.0184	-0.0103	-0.0043	-0.0151	0.0134	0.0113	-0.0176	-0.0034	0.0119	0.0106	-0.0088	-0.0115	0.0053	0.0082
HG03986	0.0105	0.0039	-0.028	-0.0047	-0.0092	0.0241	-2e-04	-0.0122	0.01	0.0011	0.0019	-0.0024	-0.0018	-3e-04	0.0067	0.0019	1e-04	0.0028	-0.006	0.0052
HG03989	0.0089	0.0152	-0.018	-0.0197	-0.0055	0.0264	0.0057	-0.007	0.003	0.0143	-0.0098	0.0013	0.0093	0.008	0.0092	-6e-04	-0.0081	0.0048	-0.0077	0.0033
HG03990	0.0088	0.0104	-0.0179	0.0184	-0.016	0.0186	-0.0014	-0.0146	0.0131	-0.0079	0.004	9e-04	-0.0124	-0.0094	0.0067	0.0052	0.0052	-0.0017	-0.0034	0.0064
HG03991	0.0059	0.0037	0.0049	-0.0132	-0.0066	0.0185	0.0055	-0.0163	0.0121	-0.0112	0.0067	0.0101	-0.0149	-0.0049	0.0121	0.0033	0.0015	-0.0045	-0.0023	0.0055
HG03995	0.0077	0.0085	-0.0174	0.0103	-0.0138	0.0199	0.0093	-0.024	0.0132	0.0032	-0.0023	0.0101	-0.0078	0.0012	0.0134	0.0042	0.0048	-0.0017	-0.0029	0.0058
HG03999	0.0086	0.0033	-0.0292	-0.0039	-0.0202	0.0322	0.008	-0.0256	0.0226	-0.0058	0.0063	-6e-04	-0.0063	-0.0013	0.0143	0.0033	0.0091	0.0037	-0.0087	0.0071
HG04001	0.0078	0.0127	-0.0116	0.019	-0.0122	0.0146	0.0049	-0.0192	0.0078	-0.0026	0.0042	0.0102	-0.0089	-0.0017	0.01	0.005	0.0051	-0.0105	-0.005	0.0055
HG04002	0.0075	0.0051	-0.0171	-0.0122	-0.0275	0.0106	0.0202	-0.0299	0.0142	-0.0094	0.0086	0.0168	-0.0048	2e-04	0.0054	0.0058	0.017	-0.003	-0.01	-0.0099
HG04003	0.0092	0.0087	-0.002	0.0098	-0.013	0.0098	0.0083	-0.0122	0.0087	-0.0018	0.0061	-1e-04	-0.0039	-0.0024	0.0048	-0.0015	-0.0028	-9e-04	-0.0133	-0.0032
HG04006	0.0123	0.0073	0.0139	0.0107	-0.0081	0.0035	0.0128	-0.0159	0.0085	4e-04	0.0027	0.003	0.0045	1e-04	-2e-04	-1e-04	0.0061	0	-0.0142	-0.0061
HG04015	0.0085	0.0018	0.0136	0.0027	-0.0055	0.0166	0.0111	-0.0215	0.0162	-0.0146	0.0117	0.0148	-0.0032	-0.0059	0.0012	-0.005	0.0143	-0.0085	-0.0061	-0.0055
HG04017	0.0111	0.004	-0.0271	0.002	-0.0225	0.0132	0.0158	-0.0141	0.0085	-0.011	0.0149	0.0016	0.0024	-0.0051	0.0033	0.0027	6e-04	-0.0037	-0.0094	0.0033
HG04018	0.0125	0.0143	-0.0144	0.0169	-0.0165	0.0069	0.0126	-0.0156	0.005	0.0032	4e-04	0.0075	0.0025	-0.001	0.0039	0.0033	-0.0041	-0.0042	-0.0124	-5e-04
HG04019	0.0111	-0.0058	0.0037	0.0125	-0.0115	0.0039	0.0023	-0.012	0.0132	-0.0172	0.0121	0.0075	-0.0147	-0.0085	0.0049	0.0031	0.012	8e-04	-2e-04	3e-04
HG04020	0.0025	-0.0011	0.0066	-0.0075	-0.0027	0.0092	0.0173	-0.0145	0.0127	-0.0038	0.0118	0.0083	-0.0072	0.0072	0.0116	-0.0064	0.0059	-0.0142	-0.0069	0.0014
HG04022	0.0057	0.0191	-0.0144	-0.0151	-0.0172	0.0028	0.006	-0.0077	-0.0039	-0.0098	0.0026	0.0111	-0.0116	-0.0073	-0.0015	0.0121	2e-04	-3e-04	0.0049	-0.007
