indv	poject	pop3code	population	genetic_region	latitude	longitude	color
HG01675	1000 Genomes	IBS	Iberian Populations in Spain	EUR	40.38	-3.72	blue
HG01676	1000 Genomes	IBS	Iberian Populations in Spain	EUR	40.38	-3.72	blue
HG01678	1000 Genomes	IBS	Iberian Populations in Spain	EUR	40.38	-3.72	blue
HG01679	1000 Genomes	IBS	Iberian Populations in Spain	EUR	40.38	-3.72	blue
HG01680	1000 Genomes	IBS	Iberian Populations in Spain	EUR	40.38	-3.72	blue
HG01682	1000 Genomes	IBS	Iberian Populations in Spain	EUR	40.38	-3.72	blue
HG01775	1000 Genomes	IBS	Iberian Populations in Spain	EUR	40.38	-3.72	blue
HG01776	1000 Genomes	IBS	Iberian Populations in Spain	EUR	40.38	-3.72	blue
HG01777	1000 Genomes	IBS	Iberian Populations in Spain	EUR	40.38	-3.72	blue
HG01613	1000 Genomes	IBS	Iberian Populations in Spain	EUR	40.38	-3.72	blue
HG01615	1000 Genomes	IBS	Iberian Populations in Spain	EUR	40.38	-3.72	blue
HG01617	1000 Genomes	IBS	Iberian Populations in Spain	EUR	40.38	-3.72	blue
HG01618	1000 Genomes	IBS	Iberian Populations in Spain	EUR	40.38	-3.72	blue
HG01619	1000 Genomes	IBS	Iberian Populations in Spain	EUR	40.38	-3.72	blue
HG01620	1000 Genomes	IBS	Iberian Populations in Spain	EUR	40.38	-3.72	blue
HG02219	1000 Genomes	IBS	Iberian Populations in Spain	EUR	40.38	-3.72	blue
HG02220	1000 Genomes	IBS	Iberian Populations in Spain	EUR	40.38	-3.72	blue
HG02221	1000 Genomes	IBS	Iberian Populations in Spain	EUR	40.38	-3.72	blue
HG02223	1000 Genomes	IBS	Iberian Populations in Spain	EUR	40.38	-3.72	blue
HG02224	1000 Genomes	IBS	Iberian Populations in Spain	EUR	40.38	-3.72	blue
HG02230	1000 Genomes	IBS	Iberian Populations in Spain	EUR	40.38	-3.72	blue
HG02231	1000 Genomes	IBS	Iberian Populations in Spain	EUR	40.38	-3.72	blue
HG02232	1000 Genomes	IBS	Iberian Populations in Spain	EUR	40.38	-3.72	blue
HG02233	1000 Genomes	IBS	Iberian Populations in Spain	EUR	40.38	-3.72	blue
HG02235	1000 Genomes	IBS	Iberian Populations in Spain	EUR	40.38	-3.72	blue
HG02236	1000 Genomes	IBS	Iberian Populations in Spain	EUR	40.38	-3.72	blue
HG02238	1000 Genomes	IBS	Iberian Populations in Spain	EUR	40.38	-3.72	blue
HG02239	1000 Genomes	IBS	Iberian Populations in Spain	EUR	40.38	-3.72	blue
HG01765	1000 Genomes	IBS	Iberian Populations in Spain	EUR	40.38	-3.72	blue
HG01766	1000 Genomes	IBS	Iberian Populations in Spain	EUR	40.38	-3.72	blue
HG01767	1000 Genomes	IBS	Iberian Populations in Spain	EUR	40.38	-3.72	blue
HG01768	1000 Genomes	IBS	Iberian Populations in Spain	EUR	40.38	-3.72	blue
HG01770	1000 Genomes	IBS	Iberian Populations in Spain	EUR	40.38	-3.72	blue
HG01771	1000 Genomes	IBS	Iberian Populations in Spain	EUR	40.38	-3.72	blue
HG01773	1000 Genomes	IBS	Iberian Populations in Spain	EUR	40.38	-3.72	blue
HG01607	1000 Genomes	IBS	Iberian Populations in Spain	EUR	40.38	-3.72	blue
HG01608	1000 Genomes	IBS	Iberian Populations in Spain	EUR	40.38	-3.72	blue
HG01610	1000 Genomes	IBS	Iberian Populations in Spain	EUR	40.38	-3.72	blue
HG01612	1000 Genomes	IBS	Iberian Populations in Spain	EUR	40.38	-3.72	blue
HG01673	1000 Genomes	IBS	Iberian Populations in Spain	EUR	40.38	-3.72	blue
HG01603	1000 Genomes	IBS	Iberian Populations in Spain	EUR	40.38	-3.72	blue
HG01784	1000 Genomes	IBS	Iberian Populations in Spain	EUR	40.38	-3.72	blue
HG01602	1000 Genomes	IBS	Iberian Populations in Spain	EUR	40.38	-3.72	blue
HG01785	1000 Genomes	IBS	Iberian Populations in Spain	EUR	40.38	-3.72	blue
HG01606	1000 Genomes	IBS	Iberian Populations in Spain	EUR	40.38	-3.72	blue
HG01605	1000 Genomes	IBS	Iberian Populations in Spain	EUR	40.38	-3.72	blue
HG03788	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03789	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03774	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03971	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03967	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03969	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03778	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03792	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03790	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03777	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03785	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03786	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03787	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03784	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG04056	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG04023	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03965	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG04054	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03974	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03976	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG04025	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG04026	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03781	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03782	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03963	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03862	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03863	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03864	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG04059	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG04060	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03973	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG04001	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG04002	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03871	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03780	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG04076	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG04015	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03861	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG04018	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG04019	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG04020	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG04022	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03713	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03714	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03716	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03717	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03718	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG04014	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG04017	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03727	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03729	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03730	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03731	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG04061	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG04062	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG04063	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG04070	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03720	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03742	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03722	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG04090	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG04093	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG04094	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG04096	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG04098	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03866	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03867	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03868	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03869	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03870	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG04118	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03872	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03873	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03874	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03875	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03882	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03770	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03771	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03772	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03773	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG04198	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03775	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG04200	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG04202	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03779	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG04206	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG04209	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03960	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG04211	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG04212	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG04214	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03968	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG04216	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG04219	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG04222	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG04225	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03977	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG03978	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG04080	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG04235	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG04238	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
HG04239	1000 Genomes	ITU	Indian Telugu in the U.K.	CSA	52.486243	-2.890401	magenta
NA18939	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA19072	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA19074	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA19075	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA19076	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA19077	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA19078	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA19079	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA19080	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA19081	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA19082	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA19083	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA19084	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA19085	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA19086	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA19087	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA19088	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA19089	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA19090	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA19091	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18940	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18941	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18942	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18943	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18944	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18945	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18946	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18947	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18948	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18949	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18950	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18951	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18952	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18953	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18954	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18956	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18957	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18959	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18960	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18961	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18962	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18963	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18964	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18965	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18966	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18967	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18968	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18969	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18970	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18971	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18972	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18973	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18974	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18975	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18976	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18977	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18978	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18979	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18980	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18981	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18982	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18983	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18984	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18985	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18986	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18987	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18988	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18989	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18990	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18991	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18992	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18993	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18994	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18995	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18997	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18998	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA18999	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA19000	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA19001	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA19002	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA19003	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA19004	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA19005	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA19006	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA19007	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA19009	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA19010	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA19011	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA19012	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA19063	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA19064	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA19065	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA19066	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA19067	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA19054	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA19055	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA19056	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA19057	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA19058	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA19059	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA19060	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA19062	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA19068	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
NA19070	1000 Genomes	JPT	Japanese in Tokyo, Japan	EAS	35.68	139.68	green3
HG02070	1000 Genomes	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	10.78	106.68	green3
HG01873	1000 Genomes	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	10.78	106.68	green3
HG01841	1000 Genomes	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	10.78	106.68	green3
HG01858	1000 Genomes	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	10.78	106.68	green3
HG01860	1000 Genomes	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	10.78	106.68	green3
HG01878	1000 Genomes	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	10.78	106.68	green3
HG01872	1000 Genomes	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	10.78	106.68	green3
HG01874	1000 Genomes	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	10.78	106.68	green3
HG01842	1000 Genomes	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	10.78	106.68	green3
HG01859	1000 Genomes	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	10.78	106.68	green3
HG02069	1000 Genomes	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	10.78	106.68	green3
HG02521	1000 Genomes	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	10.78	106.68	green3
HG02131	1000 Genomes	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	10.78	106.68	green3
HG01861	1000 Genomes	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	10.78	106.68	green3
HG02513	1000 Genomes	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	10.78	106.68	green3
HG01871	1000 Genomes	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	10.78	106.68	green3
HG02060	1000 Genomes	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	10.78	106.68	green3
HG01863	1000 Genomes	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	10.78	106.68	green3
HG02049	1000 Genomes	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	10.78	106.68	green3
HG01595	1000 Genomes	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	10.78	106.68	green3
HG01840	1000 Genomes	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	10.78	106.68	green3
HG02048	1000 Genomes	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	10.78	106.68	green3
HG01596	1000 Genomes	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	10.78	106.68	green3
HG01597	1000 Genomes	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	10.78	106.68	green3
HG01870	1000 Genomes	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	10.78	106.68	green3
HG02031	1000 Genomes	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	10.78	106.68	green3
HG01600	1000 Genomes	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	10.78	106.68	green3
HG01865	1000 Genomes	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	10.78	106.68	green3
HG01598	1000 Genomes	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	10.78	106.68	green3
HG02047	1000 Genomes	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	10.78	106.68	green3
HG02522	1000 Genomes	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	10.78	106.68	green3
HG02050	1000 Genomes	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	10.78	106.68	green3
HG02082	1000 Genomes	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	10.78	106.68	green3
HG01857	1000 Genomes	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	10.78	106.68	green3
HG02081	1000 Genomes	KHV	Kinh in Ho Chi Minh City, Vietnam	EAS	10.78	106.68	green3
